0	2.01e-03	1.31e+02
1	7.92e-04	1.20e+02
2	6.15e-04	1.12e+02
3	5.21e-04	1.05e+02
4	4.61e-04	9.73e+01
5	4.19e-04	9.03e+01
6	3.88e-04	8.37e+01
7	3.64e-04	7.75e+01
8	3.45e-04	7.16e+01
9	3.29e-04	6.62e+01
10	3.16e-04	6.11e+01
11	3.06e-04	5.63e+01
12	2.97e-04	5.19e+01
13	2.89e-04	4.79e+01
14	2.82e-04	4.41e+01
15	2.77e-04	4.07e+01
16	2.72e-04	3.75e+01
17	2.67e-04	3.46e+01
18	2.64e-04	3.19e+01
19	2.60e-04	2.95e+01
20	2.57e-04	2.73e+01
21	2.54e-04	2.53e+01
22	2.52e-04	2.34e+01
23	2.50e-04	2.18e+01
24	2.48e-04	2.03e+01
25	2.46e-04	1.89e+01
26	2.45e-04	1.76e+01
27	2.44e-04	1.65e+01
28	2.42e-04	1.54e+01
29	2.41e-04	1.45e+01
30	2.40e-04	1.37e+01
31	2.39e-04	1.29e+01
32	2.39e-04	1.22e+01
33	2.38e-04	1.16e+01
34	2.37e-04	1.10e+01
35	2.37e-04	1.05e+01
36	2.36e-04	9.99e+00
37	2.36e-04	9.55e+00
38	2.35e-04	9.15e+00
39	2.35e-04	8.79e+00
40	2.35e-04	8.46e+00
41	2.34e-04	8.15e+00
42	2.34e-04	7.86e+00
43	2.34e-04	7.60e+00
44	2.33e-04	7.36e+00
45	2.33e-04	7.13e+00
46	2.33e-04	6.92e+00
47	2.33e-04	6.72e+00
48	2.33e-04	6.54e+00
49	2.33e-04	6.37e+00
50	2.32e-04	6.20e+00
51	2.32e-04	6.05e+00
52	2.32e-04	5.90e+00
53	2.32e-04	5.76e+00
54	2.32e-04	5.63e+00
55	2.32e-04	5.50e+00
56	2.32e-04	5.38e+00
57	2.32e-04	5.27e+00
58	2.32e-04	5.16e+00
59	2.32e-04	5.05e+00
60	2.32e-04	4.95e+00
61	2.32e-04	4.85e+00
62	2.32e-04	4.76e+00
63	2.32e-04	4.67e+00
64	2.32e-04	4.58e+00
65	2.32e-04	4.50e+00
66	2.31e-04	4.42e+00
67	2.31e-04	4.34e+00
68	2.31e-04	4.26e+00
69	2.31e-04	4.19e+00
70	2.31e-04	4.12e+00
71	2.31e-04	4.05e+00
72	2.31e-04	3.98e+00
73	2.31e-04	3.92e+00
74	2.31e-04	3.86e+00
75	2.31e-04	3.80e+00
76	2.31e-04	3.74e+00
77	2.31e-04	3.68e+00
78	2.31e-04	3.62e+00
79	2.31e-04	3.57e+00
80	2.31e-04	3.52e+00
81	2.31e-04	3.47e+00
82	2.31e-04	3.42e+00
83	2.31e-04	3.37e+00
84	2.31e-04	3.32e+00
85	2.31e-04	3.28e+00
86	2.31e-04	3.23e+00
87	2.31e-04	3.19e+00
88	2.31e-04	3.15e+00
89	2.31e-04	3.10e+00
90	2.31e-04	3.06e+00
91	2.31e-04	3.03e+00
92	2.31e-04	2.99e+00
93	2.31e-04	2.95e+00
94	2.31e-04	2.91e+00
95	2.31e-04	2.88e+00
96	2.31e-04	2.84e+00
97	2.31e-04	2.81e+00
98	2.31e-04	2.78e+00
99	2.31e-04	2.75e+00
100	2.31e-04	2.71e+00
101	2.31e-04	2.68e+00
102	2.31e-04	2.65e+00
103	2.31e-04	2.62e+00
104	2.31e-04	2.60e+00
105	2.31e-04	2.57e+00
106	2.31e-04	2.54e+00
107	2.31e-04	2.51e+00
108	2.31e-04	2.49e+00
109	2.31e-04	2.46e+00
110	2.31e-04	2.44e+00
111	2.31e-04	2.41e+00
112	2.31e-04	2.39e+00
113	2.31e-04	2.37e+00
114	2.31e-04	2.34e+00
115	2.31e-04	2.32e+00
116	2.31e-04	2.30e+00
117	2.31e-04	2.28e+00
118	2.31e-04	2.26e+00
119	2.31e-04	2.24e+00
120	2.31e-04	2.22e+00
121	2.31e-04	2.20e+00
122	2.31e-04	2.18e+00
123	2.31e-04	2.16e+00
124	2.31e-04	2.14e+00
125	2.31e-04	2.12e+00
126	2.31e-04	2.11e+00
127	2.31e-04	2.09e+00
128	2.31e-04	2.07e+00
129	2.31e-04	2.05e+00
130	2.31e-04	2.04e+00
131	2.31e-04	2.02e+00
132	2.31e-04	2.01e+00
133	2.31e-04	1.99e+00
134	2.31e-04	1.98e+00
135	2.31e-04	1.96e+00
136	2.31e-04	1.95e+00
137	2.31e-04	1.93e+00
138	2.31e-04	1.92e+00
139	2.31e-04	1.90e+00
140	2.31e-04	1.89e+00
141	2.31e-04	1.88e+00
142	2.31e-04	1.86e+00
143	2.31e-04	1.85e+00
144	2.31e-04	1.84e+00
145	2.31e-04	1.83e+00
